1352,Skype for Business,15.1,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
349,mds_stores,10.7,0.00B,0.00B,0.00B,running,2020-05-29 13:51:59,0,5,0
1366,zoom.us,26.0,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
126,CyOptics,25.0,100.47MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,36,0
1352,Skype for Business,16.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,32,0
280,WindowServer,13.5,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
123,nxtsvc,12.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
349,mds_stores,11.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:59,0,5,0
1261,Google Chrome,10.8,0.00B,0.00B,0.00B,running,2020-05-29 13:56:38,0,43,0
126,CyOptics,101.6,100.68MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,36,0
1366,zoom.us,25.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
123,nxtsvc,18.6,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1352,Skype for Business,15.9,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
280,WindowServer,15.1,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1261,Google Chrome,12.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:38,0,38,0
1366,zoom.us,25.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
280,WindowServer,16.6,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1352,Skype for Business,16.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
123,nxtsvc,12.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1366,zoom.us,24.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
1261,Google Chrome,24.0,0.00B,0.00B,0.00B,running,2020-05-29 13:56:38,0,46,0
58751,Google Chrome Helper (Renderer),23.1,0.00B,0.00B,0.00B,running,2020-06-01 09:41:51,0,21,0
280,WindowServer,18.2,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1352,Skype for Business,15.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
123,nxtsvc,11.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1366,zoom.us,25.3,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
123,nxtsvc,19.4,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1352,Skype for Business,16.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,33,0
280,WindowServer,14.0,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1261,Google Chrome,11.0,0.00B,0.00B,0.00B,running,2020-05-29 13:56:38,0,46,0
1366,zoom.us,26.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
1352,Skype for Business,15.8,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,32,0
126,CyOptics,14.2,101.07MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,37,0
280,WindowServer,14.0,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
123,nxtsvc,12.2,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
126,CyOptics,89.4,101.07MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,37,0
1366,zoom.us,24.8,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
123,nxtsvc,17.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1352,Skype for Business,15.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
1549,Microsoft Teams Helper,13.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,23,0
280,WindowServer,12.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1549,Microsoft Teams Helper,57.3,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
1366,zoom.us,22.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
280,WindowServer,19.7,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1352,Skype for Business,14.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,36,0
1513,Microsoft Teams Helper,11.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:44,0,9,0
123,nxtsvc,10.2,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1374,Teams,10.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,40,0
1549,Microsoft Teams Helper,46.1,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
1366,zoom.us,23.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
280,WindowServer,16.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
1352,Skype for Business,13.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
123,nxtsvc,12.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1374,Teams,10.6,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,41,0
1366,zoom.us,26.3,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
123,nxtsvc,16.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
280,WindowServer,15.1,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,11,0
1549,Microsoft Teams Helper,13.3,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
1352,Skype for Business,12.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
126,CyOptics,32.3,101.07MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,36,0
1366,zoom.us,25.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,38,0
280,WindowServer,17.7,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,11,0
123,nxtsvc,11.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1352,Skype for Business,11.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,32,0
126,CyOptics,62.0,101.11MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,37,0
1366,zoom.us,25.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,39,0
280,WindowServer,20.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,11,0
123,nxtsvc,18.1,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1352,Skype for Business,11.8,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,33,0
1366,zoom.us,26.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
280,WindowServer,18.7,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,11,0
1549,Microsoft Teams Helper,14.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,29,0
1352,Skype for Business,12.1,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
123,nxtsvc,10.5,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
126,CyOptics,10.3,66.77MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,37,0
1366,zoom.us,25.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
280,WindowServer,18.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
123,nxtsvc,17.4,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,11,0
1352,Skype for Business,14.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
1261,Google Chrome,12.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:38,0,36,0
1549,Microsoft Teams Helper,11.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,29,0
1366,zoom.us,27.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:40,0,37,0
280,WindowServer,17.1,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,14,0
1352,Skype for Business,14.0,0.00B,0.00B,0.00B,running,2020-05-29 13:56:39,0,31,0
349,mds_stores,13.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:59,0,6,0
