56581,python3.6,94.2,64.04MB,0.00B,0.00B,running,2020-06-02 10:29:23,0,2,0
126,CyOptics,59.2,95.48MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,38,0
349,mds_stores,42.4,0.00B,0.00B,0.00B,running,2020-05-29 13:51:59,0,7,0
1235,iTerm2,13.6,0.00B,0.00B,0.00B,running,2020-05-29 13:56:37,0,11,0
44331,Microsoft Outlook,13.9,422.64MB,0.00B,0.00B,running,2020-05-29 14:28:43,0,38,0
123,nxtsvc,12.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
123,nxtsvc,12.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
349,mds_stores,11.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:59,0,6,0
1549,Microsoft Teams Helper,47.6,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
280,WindowServer,18.6,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
123,nxtsvc,15.2,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
44331,Microsoft Outlook,13.4,424.52MB,0.00B,0.00B,running,2020-05-29 14:28:43,0,32,0
126,CyOptics,35.3,115.96MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,38,0
1549,Microsoft Teams Helper,21.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
280,WindowServer,11.9,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,10,0
123,nxtsvc,11.8,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
126,CyOptics,64.0,127.01MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,38,0
1549,Microsoft Teams Helper,21.5,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
123,nxtsvc,18.0,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1549,Microsoft Teams Helper,33.7,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
280,WindowServer,15.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,9,0
123,nxtsvc,10.6,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
1549,Microsoft Teams Helper,33.4,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
123,nxtsvc,13.5,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
280,WindowServer,11.3,0.00B,0.00B,0.00B,running,2020-05-29 13:51:53,0,9,0
126,CyOptics,10.7,151.24MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,38,0
1549,Microsoft Teams Helper,35.0,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
123,nxtsvc,15.7,0.00B,0.00B,0.00B,running,2020-05-29 13:51:50,0,9,0
126,CyOptics,25.9,151.29MB,0.00B,0.00B,running,2020-05-29 13:51:50,0,38,0
1549,Microsoft Teams Helper,25.2,0.00B,0.00B,0.00B,running,2020-05-29 13:56:45,0,28,0
